region,size,S,MI_with_rest,mean_intra_absC
RED,4,1.6644229940063857,3.3288459880127714,0.09993053126316617
YELLOW,63,26.51090044844593,53.02180089689186,0.007557030497227942
GREEN,4,0.7870728638715049,1.5741457277430098,0.023201278483627442
